"subID","group","session","category","wordcode","language","stimulus","meaning","value","response","grade"
"SC12","SC","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"EB07","EB","matlab",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"EB22","EB","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"SC15","SC","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"SC07","SC","matlab",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"EB11","EB","matlab",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"EB19","EB","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"SC11","SC","matlab",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"SC22","SC","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"SC03","SC","matlab",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"EB04","EB","matlab",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"EB20","EB","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"SC19","SC","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"EB03","EB","matlab",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"EB02","EB","matlab",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"SC16","SC","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"SC14","SC","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"EB09","EB","matlab",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"EB23","EB","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"EB05","EB","matlab",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"EB13","EB","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"SC08","SC","matlab",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"EB16","EB","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"SC04","SC","matlab",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"EB06","EB","matlab",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"SC02","SC","matlab",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"EB08","EB","matlab",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"SC20","SC","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"EB14","EB","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"EB18","EB","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"SC06","SC","matlab",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"SC23","SC","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"SC05","SC","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"SC18","SC","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"SC13","SC","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"SC09","SC","matlab",6,"mm1nu115","mandarin","shang mian","up","good","down",0
"EB17","EB","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"SC17","SC","gorilla",6,"mm1nu115","mandarin","shang mian","up","good","up",1
"EB10","EB","matlab",6,"mm1nu118","mandarin","qi","up","good","down",0
"SC01","SC","matlab",6,"mm1nu118","mandarin","qi","up","good","down",0
"SC10","SC","matlab",6,"mm1nu118","mandarin","qi","up","good","down",0
"SC21","SC","gorilla",6,"mm1nu118","mandarin","qi","up","good","down",0
"EB12","EB","gorilla",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB21","EB","gorilla",6,"mm1nu118","mandarin","qi","up","good","down",0
"EB15","EB","gorilla",6,"mm1nu118","mandarin","qi","up","good","down",0
"EB01","EB","matlab",6,"mm1nu118","mandarin","qi","up","good","down",0
"SC12","SC","gorilla",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB07","EB","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB22","EB","gorilla",6,"mm1nu118","mandarin","qi","up","good","up",1
"SC15","SC","gorilla",6,"mm1nu118","mandarin","qi","up","good","down",0
"SC07","SC","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB11","EB","matlab",6,"mm1nu118","mandarin","qi","up","good","down",0
"EB19","EB","gorilla",6,"mm1nu118","mandarin","qi","up","good","up",1
"SC11","SC","matlab",6,"mm1nu118","mandarin","qi","up","good","down",0
"SC22","SC","gorilla",6,"mm1nu118","mandarin","qi","up","good","up",1
"SC03","SC","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB04","EB","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB20","EB","gorilla",6,"mm1nu118","mandarin","qi","up","good","up",1
"SC19","SC","gorilla",6,"mm1nu118","mandarin","qi","up","good","down",0
"EB03","EB","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB02","EB","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"SC16","SC","gorilla",6,"mm1nu118","mandarin","qi","up","good","down",0
"SC14","SC","gorilla",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB09","EB","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB23","EB","gorilla",6,"mm1nu118","mandarin","qi","up","good","down",0
"EB05","EB","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB13","EB","gorilla",6,"mm1nu118","mandarin","qi","up","good","up",1
"SC08","SC","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB16","EB","gorilla",6,"mm1nu118","mandarin","qi","up","good","down",0
"SC04","SC","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB06","EB","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"SC02","SC","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB08","EB","matlab",6,"mm1nu118","mandarin","qi","up","good","down",0
"SC20","SC","gorilla",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB14","EB","gorilla",6,"mm1nu118","mandarin","qi","up","good","down",0
"EB18","EB","gorilla",6,"mm1nu118","mandarin","qi","up","good","up",1
"SC06","SC","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"SC23","SC","gorilla",6,"mm1nu118","mandarin","qi","up","good","down",0
"SC05","SC","gorilla",6,"mm1nu118","mandarin","qi","up","good","down",0
"SC18","SC","gorilla",6,"mm1nu118","mandarin","qi","up","good","up",1
"SC13","SC","gorilla",6,"mm1nu118","mandarin","qi","up","good","up",1
"SC09","SC","matlab",6,"mm1nu118","mandarin","qi","up","good","up",1
"EB17","EB","gorilla",6,"mm1nu118","mandarin","qi","up","good","up",1
"SC17","SC","gorilla",6,"mm1nu118","mandarin","qi","up","good","down",0
"EB10","EB","matlab",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"SC01","SC","matlab",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"SC10","SC","matlab",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"SC21","SC","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB12","EB","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB21","EB","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB15","EB","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB01","EB","matlab",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"SC12","SC","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB07","EB","matlab",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB22","EB","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"SC15","SC","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"SC07","SC","matlab",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB11","EB","matlab",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB19","EB","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"SC11","SC","matlab",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"SC22","SC","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"SC03","SC","matlab",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"EB04","EB","matlab",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB20","EB","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"SC19","SC","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB03","EB","matlab",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"EB02","EB","matlab",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"SC16","SC","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"SC14","SC","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB09","EB","matlab",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"EB23","EB","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB05","EB","matlab",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"EB13","EB","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"SC08","SC","matlab",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"EB16","EB","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"SC04","SC","matlab",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB06","EB","matlab",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"SC02","SC","matlab",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"EB08","EB","matlab",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"SC20","SC","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB14","EB","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"EB18","EB","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"SC06","SC","matlab",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"SC23","SC","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"SC05","SC","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"SC18","SC","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"SC13","SC","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"SC09","SC","matlab",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"EB17","EB","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","up",1
"SC17","SC","gorilla",6,"mm1nu119","mandarin","qi lai","up","good","down",0
"EB10","EB","matlab",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"SC01","SC","matlab",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"SC10","SC","matlab",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"SC21","SC","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"EB12","EB","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"EB21","EB","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"EB15","EB","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"EB01","EB","matlab",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"SC12","SC","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"EB07","EB","matlab",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"EB22","EB","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"SC15","SC","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"SC07","SC","matlab",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"EB11","EB","matlab",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"EB19","EB","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"SC11","SC","matlab",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"SC22","SC","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"SC03","SC","matlab",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"EB04","EB","matlab",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"EB20","EB","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"SC19","SC","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"EB03","EB","matlab",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"EB02","EB","matlab",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"SC16","SC","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"SC14","SC","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"EB09","EB","matlab",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"EB23","EB","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"EB05","EB","matlab",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"EB13","EB","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"SC08","SC","matlab",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"EB16","EB","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"SC04","SC","matlab",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"EB06","EB","matlab",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"SC02","SC","matlab",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"EB08","EB","matlab",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"SC20","SC","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"EB14","EB","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"EB18","EB","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"SC06","SC","matlab",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"SC23","SC","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"SC05","SC","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"SC18","SC","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","up",0
"SC13","SC","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"SC09","SC","matlab",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"EB17","EB","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"SC17","SC","gorilla",6,"rm1nu149","romanian","dedesubt","down","good","down",1
"EB10","EB","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"SC01","SC","matlab",6,"rm1nu150","romanian","scund","down","good","up",0
"SC10","SC","matlab",6,"rm1nu150","romanian","scund","down","good","up",0
"SC21","SC","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"EB12","EB","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"EB21","EB","gorilla",6,"rm1nu150","romanian","scund","down","good","up",0
"EB15","EB","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"EB01","EB","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"SC12","SC","gorilla",6,"rm1nu150","romanian","scund","down","good","up",0
"EB07","EB","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"EB22","EB","gorilla",6,"rm1nu150","romanian","scund","down","good","up",0
"SC15","SC","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"SC07","SC","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"EB11","EB","matlab",6,"rm1nu150","romanian","scund","down","good","up",0
"EB19","EB","gorilla",6,"rm1nu150","romanian","scund","down","good","up",0
"SC11","SC","matlab",6,"rm1nu150","romanian","scund","down","good","up",0
"SC22","SC","gorilla",6,"rm1nu150","romanian","scund","down","good","up",0
"SC03","SC","matlab",6,"rm1nu150","romanian","scund","down","good","up",0
"EB04","EB","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"EB20","EB","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"SC19","SC","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"EB03","EB","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"EB02","EB","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"SC16","SC","gorilla",6,"rm1nu150","romanian","scund","down","good","up",0
"SC14","SC","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"EB09","EB","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"EB23","EB","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"EB05","EB","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"EB13","EB","gorilla",6,"rm1nu150","romanian","scund","down","good","up",0
"SC08","SC","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"EB16","EB","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"SC04","SC","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"EB06","EB","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"SC02","SC","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"EB08","EB","matlab",6,"rm1nu150","romanian","scund","down","good","up",0
"SC20","SC","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"EB14","EB","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"EB18","EB","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"SC06","SC","matlab",6,"rm1nu150","romanian","scund","down","good","up",0
"SC23","SC","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"SC05","SC","gorilla",6,"rm1nu150","romanian","scund","down","good","up",0
"SC18","SC","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"SC13","SC","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"SC09","SC","matlab",6,"rm1nu150","romanian","scund","down","good","down",1
"EB17","EB","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"SC17","SC","gorilla",6,"rm1nu150","romanian","scund","down","good","down",1
"EB10","EB","matlab",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC01","SC","matlab",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC10","SC","matlab",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC21","SC","gorilla",6,"rm1nu152","romanian","a cobori","down","good","up",0
"EB12","EB","gorilla",6,"rm1nu152","romanian","a cobori","down","good","up",0
"EB21","EB","gorilla",6,"rm1nu152","romanian","a cobori","down","good","up",0
"EB15","EB","gorilla",6,"rm1nu152","romanian","a cobori","down","good","down",1
"EB01","EB","matlab",6,"rm1nu152","romanian","a cobori","down","good","down",1
"SC12","SC","gorilla",6,"rm1nu152","romanian","a cobori","down","good","up",0
"EB07","EB","matlab",6,"rm1nu152","romanian","a cobori","down","good","down",1
"EB22","EB","gorilla",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC15","SC","gorilla",6,"rm1nu152","romanian","a cobori","down","good","down",1
"SC07","SC","matlab",6,"rm1nu152","romanian","a cobori","down","good","up",0
"EB11","EB","matlab",6,"rm1nu152","romanian","a cobori","down","good","up",0
"EB19","EB","gorilla",6,"rm1nu152","romanian","a cobori","down","good","down",1
"SC11","SC","matlab",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC22","SC","gorilla",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC03","SC","matlab",6,"rm1nu152","romanian","a cobori","down","good","up",0
"EB04","EB","matlab",6,"rm1nu152","romanian","a cobori","down","good","down",1
"EB20","EB","gorilla",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC19","SC","gorilla",6,"rm1nu152","romanian","a cobori","down","good","down",1
"EB03","EB","matlab",6,"rm1nu152","romanian","a cobori","down","good","down",1
"EB02","EB","matlab",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC16","SC","gorilla",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC14","SC","gorilla",6,"rm1nu152","romanian","a cobori","down","good","up",0
"EB09","EB","matlab",6,"rm1nu152","romanian","a cobori","down","good","up",0
"EB23","EB","gorilla",6,"rm1nu152","romanian","a cobori","down","good","down",1
"EB05","EB","matlab",6,"rm1nu152","romanian","a cobori","down","good","down",1
"EB13","EB","gorilla",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC08","SC","matlab",6,"rm1nu152","romanian","a cobori","down","good","down",1
"EB16","EB","gorilla",6,"rm1nu152","romanian","a cobori","down","good","down",1
"SC04","SC","matlab",6,"rm1nu152","romanian","a cobori","down","good","down",1
"EB06","EB","matlab",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC02","SC","matlab",6,"rm1nu152","romanian","a cobori","down","good","down",1
"EB08","EB","matlab",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC20","SC","gorilla",6,"rm1nu152","romanian","a cobori","down","good","down",1
"EB14","EB","gorilla",6,"rm1nu152","romanian","a cobori","down","good","up",0
"EB18","EB","gorilla",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC06","SC","matlab",6,"rm1nu152","romanian","a cobori","down","good","up",0
"SC23","SC","gorilla",6,"rm1nu152","romanian","a cobori","down","good","down",1
"SC05","SC","gorilla",6,"rm1nu152","romanian","a cobori","down","good","down",1
"SC18","SC","gorilla",6,"rm1nu152","romanian","a cobori","down","good","down",1
"SC13","SC","gorilla",6,"rm1nu152","romanian","a cobori","down","good","down",1
"SC09","SC","matlab",6,"rm1nu152","romanian","a cobori","down","good","down",1
"EB17","EB","gorilla",6,"rm1nu152","romanian","a cobori","down","good","down",1
"SC17","SC","gorilla",6,"rm1nu152","romanian","a cobori","down","good","down",1
"EB10","EB","matlab",6,"rm1nu153","romanian","sus","up","good","down",0
"SC01","SC","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"SC10","SC","matlab",6,"rm1nu153","romanian","sus","up","good","down",0
"SC21","SC","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"EB12","EB","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"EB21","EB","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"EB15","EB","gorilla",6,"rm1nu153","romanian","sus","up","good","down",0
"EB01","EB","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"SC12","SC","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"EB07","EB","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"EB22","EB","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"SC15","SC","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"SC07","SC","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"EB11","EB","matlab",6,"rm1nu153","romanian","sus","up","good","down",0
"EB19","EB","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"SC11","SC","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"SC22","SC","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"SC03","SC","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"EB04","EB","matlab",6,"rm1nu153","romanian","sus","up","good","down",0
"EB20","EB","gorilla",6,"rm1nu153","romanian","sus","up","good","down",0
"SC19","SC","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"EB03","EB","matlab",6,"rm1nu153","romanian","sus","up","good","down",0
"EB02","EB","matlab",6,"rm1nu153","romanian","sus","up","good","down",0
"SC16","SC","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"SC14","SC","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"EB09","EB","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"EB23","EB","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"EB05","EB","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"EB13","EB","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"SC08","SC","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"EB16","EB","gorilla",6,"rm1nu153","romanian","sus","up","good","down",0
"SC04","SC","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"EB06","EB","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"SC02","SC","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"EB08","EB","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"SC20","SC","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"EB14","EB","gorilla",6,"rm1nu153","romanian","sus","up","good","down",0
"EB18","EB","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"SC06","SC","matlab",6,"rm1nu153","romanian","sus","up","good","up",1
"SC23","SC","gorilla",6,"rm1nu153","romanian","sus","up","good","down",0
"SC05","SC","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"SC18","SC","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"SC13","SC","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"SC09","SC","matlab",6,"rm1nu153","romanian","sus","up","good","down",0
"EB17","EB","gorilla",6,"rm1nu153","romanian","sus","up","good","down",0
"SC17","SC","gorilla",6,"rm1nu153","romanian","sus","up","good","up",1
"EB10","EB","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"SC01","SC","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"SC10","SC","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"SC21","SC","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"EB12","EB","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB21","EB","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"EB15","EB","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB01","EB","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"SC12","SC","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB07","EB","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB22","EB","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"SC15","SC","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"SC07","SC","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB11","EB","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"EB19","EB","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"SC11","SC","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"SC22","SC","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"SC03","SC","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB04","EB","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB20","EB","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"SC19","SC","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"EB03","EB","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB02","EB","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"SC16","SC","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"SC14","SC","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB09","EB","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB23","EB","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB05","EB","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB13","EB","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"SC08","SC","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB16","EB","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"SC04","SC","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB06","EB","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"SC02","SC","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"EB08","EB","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","down",0
"SC20","SC","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB14","EB","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"EB18","EB","gorilla",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
"SC06","SC","matlab",6,"tamf1nu106","tamil","keezh","down","goodop","up",1
